level_0,level_1,level_2,epoch_signal
3,0,14,-5.589044750714409e-06
3,0,15,-6.388661226694079e-06
3,0,16,-6.167237098492488e-06
3,0,17,-5.510665951339206e-06
3,0,18,-5.227667939516423e-06
3,0,19,-5.801819584173255e-06
3,0,20,-6.757932815818976e-06
3,0,21,-7.384803867346477e-06
3,0,22,-7.230841691553095e-06
3,0,23,-6.720323390350838e-06
3,0,24,-6.456514625627764e-06
3,1,0,4.574461195214072e-06
3,1,1,2.7691569315446636e-06
3,1,2,1.1860252192780871e-06
3,1,3,1.2350350700533584e-06
3,1,4,3.491918375595187e-06
3,1,5,6.757301990284426e-06
3,1,6,9.394856309814098e-06
3,1,7,9.898610880717423e-06
3,1,8,8.18753554462508e-06
3,1,9,4.899601190368289e-06
3,1,10,1.4098229467877343e-06
3,1,11,-1.4050665622749968e-06
3,1,12,-2.8792054283011576e-06
3,1,13,-3.3068889517199457e-06
3,1,14,-3.1724987384024812e-06
3,1,15,-3.4212273531496868e-06
3,1,16,-4.261034036801703e-06
3,1,17,-5.568924544824093e-06
3,1,18,-6.41837551043742e-06
3,1,19,-6.428599686229223e-06
3,1,20,-5.52256141461989e-06
3,1,21,-4.543446334027816e-06
3,1,22,-3.902384254558149e-06
3,1,23,-3.850571795817602e-06
3,1,24,-3.7708138386560795e-06
3,2,0,-1.713988265766587e-06
3,2,1,-3.840776901531433e-06
3,2,2,-4.793159749652776e-06
3,2,3,-3.373548002193465e-06
3,2,4,-1.7964701141257737e-07
3,2,5,2.856772013551883e-06
3,2,6,4.487220279332738e-06
3,2,7,4.545243859383185e-06
3,2,8,3.6445679686154114e-06
3,2,9,1.8436756638100466e-06
3,2,10,-1.0032333343014895e-06
3,2,11,-4.7748741765022145e-06
3,2,12,-8.205512253370317e-06
3,2,13,-1.0003591309122237e-05
3,2,14,-9.765966533455497e-06
3,2,15,-8.780849879135933e-06
3,2,16,-8.545543951195386e-06
3,2,17,-9.67848987654395e-06
3,2,18,-1.1120957953795162e-05
3,2,19,-1.1702099611036099e-05
3,2,20,-1.1106157928191614e-05
3,2,21,-1.0504643589327387e-05
3,2,22,-1.09286136458235e-05
3,2,23,-1.2469648394747052e-05
3,2,24,-1.3796518238488853e-05
4,0,0,1.206948017874889e-05
4,0,1,1.1180973691070058e-05
4,0,2,9.58134565460638e-06
4,0,3,7.3363066987422345e-06
4,0,4,5.058434619856954e-06
4,0,5,3.329623409219993e-06
4,0,6,2.477431954130447e-06
4,0,7,1.6994378055129242e-06
4,0,8,4.739244516393029e-08
4,0,9,-2.878703751016184e-06
4,0,10,-5.805576161145435e-06
